player.name,season,player.team.code,gamesPlayed,minutesPerGame,pointsPerGame,reboundsPerGame,assistsPerGame,stealsPerGame,blocksPerGame,turnoversPerGame,pirPerGame,twoPointersPercentage,threePointersPercentage,freeThrowsPercentage
"MARTIN, JARELL",2022,TEL,38.0,19.31140350877193,7.2,3.5,0.5,0.5,0.2,0.6,5.8,52.3,32.8,87.2
"OBASOHAN, RETIN",2022,ASV,34.0,21.690686274509805,6.9,1.6,2.2,1.1,0.1,1.6,5.9,47.3,21.9,79.7
"LUWAWU-CABARROT, TIMOTHE",2022,MIL,24.0,21.535416666666663,9.4,2.6,1.1,0.6,0.1,1.8,6.0,51.2,33.3,82.4
"TOBEY, MIKE",2022,BAR,31.0,13.93763440860215,5.9,2.9,0.5,0.2,0.2,0.4,6.0,72.6,41.2,100.0
"WETZELL, YANNI",2022,BER,31.0,12.66505376344086,6.5,2.8,0.5,0.3,0.4,0.8,6.2,51.9,0.0,70.7
"LEKAVICIUS, LUKAS",2022,ZAL,32.0,15.8859375,6.9,1.1,1.5,0.3,0.1,1.5,6.2,52.7,38.8,91.8
"ABRINES, ALEX",2022,BAR,35.0,17.576666666666664,7.4,2.0,0.9,0.6,0.1,0.6,6.4,39.1,47.8,85.3
"MARINKOVIC, VANJA",2022,BAS,34.0,19.862745098039216,9.1,1.6,1.1,0.5,0.0,0.6,6.4,50.6,40.3,81.0
"DIBARTOLOMEO, JOHN",2022,TEL,39.0,16.884615384615383,6.2,1.9,1.1,0.8,0.0,0.5,6.4,40.0,41.7,98.2
"BROWN III, JOHN",2022,MCO,41.0,22.40772357723577,5.4,3.5,0.8,1.1,0.2,0.7,6.5,48.9,37.5,68.2
"VOIGTMANN, JOHANNES",2022,MIL,30.0,15.708888888888888,4.9,4.0,1.5,0.4,0.3,0.7,6.5,50.8,32.0,52.9
"ALEXANDER, KYLE",2022,PAM,27.0,14.698765432098766,5.7,3.1,0.4,0.3,0.5,0.5,6.5,66.0,16.7,66.7
"WILLIAMS-GOSS, NIGEL",2022,MAD,26.0,15.787179487179486,7.4,1.3,1.8,0.6,0.0,1.0,6.6,58.3,38.5,77.1
"POLONARA, ACHILLE",2022,IST;ZAL,35.0,15.207142857142856,3.9,3.4,0.9,0.4,0.5,0.4,6.6,54.2,37.9,65.4
"JOKUBAITIS, ROKAS",2022,BAR,39.0,14.77991452991453,5.3,2.0,2.6,0.3,0.1,1.0,6.6,41.7,41.3,77.6
"BOOKER, DEVIN",2022,ULK,31.0,21.11021505376344,5.8,3.3,1.1,0.4,0.6,0.6,6.6,53.8,32.1,76.2
"PLEISS, TIBOR",2022,IST,33.0,15.106565656565657,6.7,2.9,0.5,0.2,0.3,0.6,6.7,61.1,32.6,91.3
"GIFFEY, NIELS",2022,MUN,26.0,19.384615384615383,6.8,2.6,0.7,0.7,0.0,0.5,6.7,51.5,48.2,92.9
"CORNELIE, PETR",2022,MAD,33.0,14.552525252525252,5.8,3.1,0.5,0.3,0.1,0.4,6.7,71.4,39.5,83.3
"LAMMERS, BEN",2022,BER,29.0,16.664367816091954,6.7,3.0,0.8,0.9,0.8,0.6,6.7,50.4,33.3,85.7
"RODRIGUEZ, SERGIO",2022,MAD,40.0,14.81375,4.9,1.5,4.4,0.4,0.0,1.2,6.8,50.6,36.8,83.3
"DUNSTON, BRYANT",2022,IST,29.0,13.597701149425289,4.3,2.9,0.6,0.8,0.4,0.6,6.8,66.7,0.0,76.3
"BONGA, ISAAC",2022,MUN,30.0,20.301666666666662,6.4,3.9,1.1,0.8,0.1,1.1,6.8,42.6,33.3,80.4
"JEKIRI, TONYE",2022,ULK,30.0,13.48277777777778,4.9,3.2,1.0,0.5,0.2,0.6,6.8,67.0,0.0,73.3
"PREPELIC, KLEMEN",2022,PAM,27.0,18.52962962962963,7.1,0.7,3.1,0.5,0.1,1.3,6.9,50.0,26.9,94.3
"GILLESPIE, FREDDIE",2022,MUN,34.0,18.940196078431374,4.3,6.0,0.4,0.6,1.0,1.3,6.9,49.3,0.0,36.1
"BAKO, ISMAEL",2022,VIR,34.0,15.526960784313724,6.1,2.6,0.4,0.5,0.6,0.9,6.9,67.0,0.0,87.7
"OBST, ANDREAS",2022,MUN,25.0,20.00733333333333,9.9,1.8,1.3,0.6,0.1,1.0,6.9,48.6,39.5,100.0
"BIRUTIS, LAURYNAS",2022,ZAL,37.0,13.124774774774774,5.4,3.1,0.4,0.2,0.3,0.6,7.1,63.5,0.0,73.6
"BLATT, TAMIR",2022,BER,30.0,19.86,7.8,1.2,4.6,0.3,0.0,2.2,7.2,26.5,35.7,89.5
"ZOOSMAN, YOVEL",2022,BER,27.0,21.625925925925927,6.8,2.9,1.8,1.0,0.2,1.0,7.2,54.8,31.9,88.0
"M'BAYE, AMATH",2022,IST,33.0,21.477777777777774,7.0,2.8,0.5,0.3,0.3,0.7,7.2,52.5,51.7,85.0
"MATHEWS, JONAH",2022,ASV,31.0,22.844086021505376,10.6,1.5,2.1,0.6,0.0,1.4,7.2,51.3,30.0,85.5
"HALL, DEVON",2022,MIL,25.0,30.016666666666666,7.8,2.6,2.3,0.9,0.1,1.8,7.3,43.0,32.1,84.6
"BUTKEVICIUS, ARNAS",2022,ZAL,37.0,22.5463963963964,5.3,3.6,1.6,1.1,0.3,1.2,7.4,56.2,25.4,87.3
"LIGHTY, DAVID",2022,ASV,28.0,22.817261904761903,8.1,2.4,1.5,0.7,0.0,1.4,7.4,47.1,42.6,72.9
"WEILER-BABB, NICK",2022,MUN,31.0,25.46021505376344,7.7,3.5,2.0,0.6,0.3,0.7,7.5,41.6,33.1,78.1
"BELINELLI, MARCO",2022,VIR,21.0,16.914285714285715,10.0,1.4,1.1,0.5,0.0,0.6,7.5,45.3,40.7,93.5
"HOMMES, DAULTON",2022,BAS,31.0,19.870967741935484,7.0,2.9,1.6,0.4,0.4,0.8,7.5,58.7,36.1,90.2
"LOPEZ-AROSTEGUI, XABI",2022,PAM,31.0,18.76451612903226,6.5,3.2,1.5,0.7,0.0,1.6,7.6,44.2,37.7,87.5
"GRIGONIS, MARIUS",2022,PAN,27.0,17.90679012345679,8.1,1.6,1.6,0.4,0.0,1.2,7.6,43.4,43.5,84.0
"WEBB III, JAMES",2022,PAM,32.0,21.503125,8.0,4.1,0.6,0.9,0.4,0.7,7.7,60.9,38.4,58.3
"HINES, KYLE",2022,MIL,34.0,18.807843137254903,5.5,3.6,1.5,0.6,0.6,0.8,7.7,63.5,0.0,68.4
"KALINIC, NIKOLA",2022,BAR,38.0,22.525438596491227,6.4,3.3,1.6,0.7,0.2,1.2,7.7,53.3,40.5,70.0
"WOLTERS, NATE",2022,PAN,23.0,21.16231884057971,7.9,2.3,2.9,0.7,0.1,0.9,7.7,49.1,35.2,83.3
"HAYES, KEVARRIUS",2022,ZAL,37.0,17.645945945945947,5.4,4.4,0.5,0.7,0.9,0.8,7.8,50.0,0.0,72.4
"KOUMADJE, KHALIFA",2022,BER,31.0,13.246236559139785,6.0,3.8,0.2,0.3,1.0,0.8,7.8,70.7,0.0,53.7
"HACKETT, DANIEL",2022,VIR,32.0,21.935416666666665,6.4,2.1,2.9,0.6,0.1,1.8,8.0,58.6,39.7,75.8
"TYUS, ALEX",2022,ASV,25.0,17.829333333333334,5.7,4.3,0.4,0.5,0.8,0.8,8.1,69.7,0.0,62.1
"DOBRIC, OGNJEN",2022,RED,31.0,23.700000000000003,9.9,2.5,1.6,0.5,0.0,1.0,8.1,56.1,32.4,74.3
"POIRIER, VINCENT",2022,MAD,32.0,14.646354166666669,6.1,4.0,0.6,0.3,0.9,0.8,8.2,61.2,40.0,72.7
"MICKEY, JORDAN",2022,VIR,32.0,22.016666666666666,7.3,4.1,0.8,0.7,0.7,1.2,8.2,51.0,25.4,79.2
"BENTIL, BENJAMIN",2022,RED,30.0,20.227777777777774,8.4,3.8,1.1,0.7,0.2,1.4,8.3,48.9,37.5,72.1
"LUNDBERG, IFFE",2022,VIR,29.0,20.62471264367816,8.0,2.2,2.0,0.7,0.0,1.2,8.3,56.2,29.7,86.0
"HOWARD, MARKUS",2022,BAS,33.0,20.524242424242424,14.2,1.4,1.2,0.6,0.0,1.5,8.4,46.0,36.5,88.6
"HIGGINS, CORY",2022,BAR,32.0,19.822916666666668,8.7,2.2,1.7,0.8,0.1,1.6,8.7,46.9,34.9,84.0
"NUNNALLY, JAMES",2022,PAR,37.0,22.36036036036036,9.2,2.1,1.8,0.5,0.2,1.1,8.8,58.0,40.5,88.5
"BRAZDEIKIS, IGNAS",2022,ZAL,35.0,22.41190476190476,11.6,2.9,1.3,0.4,0.1,1.4,8.8,49.0,31.3,80.5
"MCKISSIC, SHAQUIELLE",2022,OLY,41.0,17.674796747967477,9.0,1.4,1.5,0.8,0.0,0.9,8.9,68.1,31.9,68.4
"SORKIN, ROMAN",2022,TEL,36.0,16.300462962962964,6.8,3.2,0.8,0.3,0.8,0.5,8.9,69.6,15.4,66.7
"GUDAITIS, ARTURAS",2022,PAN,29.0,17.347126436781608,7.5,3.7,0.6,0.5,0.4,0.8,8.9,64.1,0.0,52.4
"HARPER, JARED",2022,PAM,31.0,17.832795698924734,10.4,0.8,3.3,0.5,0.0,1.7,8.9,44.4,33.1,82.3
"WINSTON, CASSIUS",2022,MUN,29.0,19.373563218390807,11.0,2.1,3.4,0.8,0.1,1.8,9.0,40.9,28.2,89.5
"WALDEN, COREY",2022,MUN,29.0,19.339655172413792,8.8,1.8,2.3,0.9,0.1,1.3,9.0,49.2,32.0,86.4
"RIVERO, JASIEL",2022,PAM,24.0,18.82430555555556,9.4,3.5,0.5,0.8,0.2,1.4,9.2,58.1,21.4,71.1
"HEZONJA, MARIO",2022,MAD,39.0,20.53803418803419,10.6,3.0,1.1,0.7,0.2,1.3,9.2,51.1,43.3,75.8
"PIERRE, DYSHAWN",2022,ULK,29.0,22.794252873563217,7.2,3.8,1.6,0.3,0.2,1.0,9.3,47.9,48.6,58.6
"HUNTER, OTHELLO",2022,MUN,24.0,17.911805555555556,7.8,4.8,1.0,0.6,0.4,1.0,9.4,54.9,43.6,77.8
"SMITS, ROLANDS",2022,ZAL,37.0,23.37657657657657,9.7,4.7,1.1,0.4,0.1,1.4,9.4,57.6,38.3,85.5
"JAITEH, MAM",2022,VIR,33.0,18.61565656565657,8.4,4.7,0.7,0.6,0.2,1.5,9.6,59.1,0.0,56.5
"SEDEKERSKIS, TADAS",2022,BAS,23.0,18.66449275362319,5.9,4.2,1.0,0.8,0.0,0.5,9.7,72.2,35.7,87.1
"BRYANT, ELIJAH",2022,IST,34.0,22.687745098039212,8.5,4.1,1.5,0.7,0.4,1.4,9.9,60.5,39.0,86.0
"MOTIEJUNAS, DONATAS",2022,MCO,41.0,17.798780487804876,8.5,3.7,0.8,0.3,0.1,0.9,10.0,63.5,25.0,55.8
"OLINDE, LOUIS",2022,BER,27.0,22.316666666666663,8.1,4.3,1.1,0.6,0.3,1.1,10.0,58.9,39.1,79.6
"ZIZIC, ANTE",2022,IST,31.0,15.680645161290323,7.7,3.7,0.7,0.4,0.3,0.6,10.0,70.3,0.0,65.5
"CALATHES, NICK",2022,ULK,39.0,25.664957264957263,8.0,4.0,4.9,1.1,0.0,2.2,10.0,50.3,33.6,38.2
"WILBEKIN, SCOTTIE",2022,ULK,25.0,23.666,11.1,1.7,2.6,1.0,0.0,1.3,10.1,50.6,35.7,73.3
"MITROVIC, LUKA",2022,RED,31.0,18.906451612903226,7.6,4.4,1.9,0.3,0.2,1.4,10.2,63.7,100.0,68.7
"LEE, PARIS",2022,PAN,33.0,27.16212121212121,11.2,1.8,3.8,1.4,0.0,2.0,10.3,43.2,33.3,81.1
"PAPANIKOLAOU, KOSTAS",2022,OLY,38.0,25.33464912280702,8.7,3.8,1.9,0.7,0.2,1.4,10.3,64.7,42.9,72.9
"TEODOSIC, MILOS",2022,VIR,26.0,19.49230769230769,10.3,1.6,6.0,0.6,0.1,3.3,10.5,43.5,39.4,89.7
"THIEMANN, JOHANNES",2022,BER,28.0,17.788095238095238,8.0,4.1,1.3,0.5,0.1,1.4,10.6,54.8,23.1,79.5
"LO, MAODO",2022,BER,26.0,21.946153846153848,11.6,1.7,2.9,0.6,0.0,1.7,10.6,48.3,35.4,83.6
"COSTELLO, MATTHEW",2022,BAS,34.0,20.051470588235293,9.3,4.2,1.5,0.6,0.9,1.1,10.7,64.0,36.0,70.8
"SMITH, JALEEN",2022,BER,31.0,24.63225806451613,11.5,2.7,2.6,0.8,0.2,1.4,10.7,47.1,37.4,83.6
"OJELEYE, SEMI",2022,VIR,24.0,23.556944444444444,10.5,3.8,0.6,0.5,0.1,0.8,10.8,58.9,46.1,87.0
"LAPROVITTOLA, NICOLAS",2022,BAR,39.0,23.716239316239317,10.4,2.2,4.6,0.7,0.0,2.2,11.1,47.9,41.8,86.8
"DIALLO, ALPHA",2022,MCO,41.0,24.75772357723577,10.5,4.2,2.0,1.3,0.3,1.3,11.1,53.3,29.8,75.0
"BARON, BILLY",2022,MIL,30.0,25.11055555555556,11.0,2.4,2.1,0.6,0.0,1.4,11.1,58.8,40.3,87.5
"NEDOVIC, NEMANJA",2022,RED,27.0,20.944444444444443,13.3,1.2,2.9,0.7,0.0,1.7,11.2,50.3,28.0,86.0
"BEAUBOIS, RODRIGUE",2022,IST,30.0,25.258888888888887,10.8,2.1,2.0,1.1,0.8,0.9,11.2,58.2,48.6,87.0
"MELLI, NICOLO",2022,MIL,32.0,25.29895833333333,7.9,5.3,1.3,1.0,0.3,1.2,11.3,57.1,36.2,66.0
"YABUSELE, GUERSCHON",2022,MAD,29.0,23.79367816091954,9.7,4.0,1.3,0.8,0.3,1.0,11.4,56.7,42.1,71.0
"PAPAGIANNIS, GEORGIOS",2022,PAN,33.0,23.73030303030303,8.5,5.7,0.7,0.4,1.2,1.2,11.4,59.5,48.6,75.0
"DAVIES, BRANDON",2022,MIL,33.0,18.39444444444445,10.2,3.2,1.9,0.6,0.3,1.7,11.5,55.0,35.0,70.3
"WALKUP, THOMAS",2022,OLY,41.0,25.095528455284555,7.3,2.8,5.6,1.8,0.1,1.9,11.5,54.1,33.3,85.4
"SHENGELIA, TORNIKE",2022,VIR,23.0,22.619565217391305,9.4,3.1,3.1,0.9,0.4,2.1,11.5,48.8,46.2,75.3
"VESELY, JAN",2022,BAR,38.0,20.04122807017544,9.3,4.0,1.5,0.8,0.3,1.2,11.6,58.1,0.0,79.1
"NEBO, JOSH",2022,TEL,39.0,21.63632478632479,7.4,6.2,0.6,0.4,0.5,0.9,11.7,64.8,0.0,61.3
"ULANOVAS, EDGARAS",2022,ZAL,37.0,28.175225225225223,10.2,3.3,2.5,0.9,0.1,2.1,11.7,47.3,39.5,83.5
"OKOBO, ELIE",2022,MCO,41.0,26.00365853658537,12.6,2.1,3.6,1.0,0.2,2.1,12.0,52.9,33.5,83.7
"WILLIAMS, DERRICK",2022,PAN,34.0,29.330392156862747,12.4,3.9,1.2,0.8,0.1,1.4,12.1,57.0,38.0,71.9
"VILDOZA, LUCA",2022,RED,29.0,24.24137931034483,12.6,2.5,3.9,1.4,0.1,2.6,12.2,48.9,35.5,90.1
"FALL, MOUSTAPHA",2022,OLY,40.0,22.04125,7.2,4.9,2.1,0.6,0.8,1.4,12.2,72.2,0.0,52.3
"HALL, DONTA",2022,MCO,41.0,18.63536585365853,7.5,5.5,0.5,0.5,0.9,0.5,12.3,72.9,0.0,71.0
"FALL, YOUSSOUPHA",2022,ASV,34.0,19.93921568627451,9.3,6.1,0.3,0.3,0.3,1.3,12.5,68.5,0.0,69.7
"SATORANSKY, TOMAS",2022,BAR,36.0,24.44861111111111,8.4,3.8,4.3,0.7,0.1,1.8,12.6,53.0,48.7,82.3
"PETRUSEV, FILIP",2022,RED,34.0,22.66029411764706,10.7,5.2,0.7,0.5,0.7,1.2,12.6,59.9,35.1,69.5
"DUBLJEVIC, BOJAN",2022,PAM,27.0,23.12962962962963,11.7,4.8,1.5,0.6,0.1,2.1,12.6,60.9,44.8,89.7
"BACON, DWAYNE",2022,PAN,27.0,30.839506172839503,16.6,3.5,2.0,0.7,0.1,1.3,12.8,44.4,29.7,81.0
"GUDURIC, MARKO",2022,ULK,38.0,23.86271929824561,12.3,3.0,3.2,0.9,0.0,1.9,12.8,57.3,40.2,83.3
"SIKMA, LUKE",2022,BER,33.0,22.47373737373737,7.6,5.3,4.9,1.0,0.1,2.5,12.9,53.9,28.6,67.7
"PONITKA, MATEUSZ",2022,PAN,27.0,25.17098765432099,8.4,5.2,2.4,1.1,0.1,1.9,13.0,46.1,37.2,80.2
"COLSON, BONZIE",2022,TEL,39.0,26.08205128205128,10.7,5.6,0.6,1.3,0.7,0.7,13.1,58.3,37.6,77.5
"KOTSAR, MAIK",2022,BAS,34.0,20.416666666666664,9.3,4.3,1.4,0.7,0.4,0.5,13.3,65.8,0.0,57.5
"LOYD, JORDAN",2022,MCO,34.0,25.337254901960787,12.3,2.4,2.7,1.3,0.1,1.2,13.4,50.3,37.1,89.9
"HAYES-DAVIS, NIGEL",2022,ULK,39.0,30.46581196581197,10.5,4.4,1.5,1.2,0.3,0.5,13.4,56.8,40.5,75.0
"GIEDRAITIS, ROKAS",2022,BAS,34.0,26.62107843137255,10.4,5.9,1.6,0.9,0.2,0.6,13.5,57.5,29.3,82.2
"LEDAY, ZACH",2022,PAR,39.0,30.92606837606837,11.4,5.1,1.2,0.7,0.3,1.0,14.1,54.3,38.4,85.3
"EXUM, DANTE",2022,PAR,38.0,22.99780701754386,13.2,2.3,2.7,0.8,0.2,1.8,14.3,59.3,39.3,85.8
"SLOUKAS, KOSTAS",2022,OLY,36.0,22.840740740740745,11.0,2.1,5.6,0.3,0.1,2.1,14.7,53.0,32.5,90.6
"JONES, CHRIS",2022,PAM,28.0,22.91369047619048,13.4,2.1,4.3,1.1,0.0,1.9,14.8,55.5,34.3,89.5
"PUNTER, KEVIN",2022,PAR,37.0,27.90045045045045,16.1,2.1,2.5,1.0,0.1,1.3,15.0,49.1,44.3,91.7
"DE COLO, NANDO",2022,ASV,29.0,23.723563218390805,13.8,2.6,3.5,1.0,0.0,2.8,15.5,52.6,41.1,91.7
"DECK, GABRIEL",2022,MAD,31.0,26.03279569892473,12.3,5.4,1.9,0.5,0.1,1.4,15.7,63.4,31.9,84.5
"MUSA, DZANAN",2022,MAD,41.0,23.808536585365854,14.8,3.1,2.7,0.4,0.2,1.6,15.9,58.6,37.1,86.0
"MOTLEY, JOHNATHAN",2022,ULK,36.0,23.27777777777778,14.5,5.4,1.6,0.6,0.4,1.9,16.0,62.4,23.1,68.4
"BROWN, LORENZO",2022,TEL,35.0,31.59809523809524,16.4,3.0,5.5,1.1,0.1,2.9,16.1,50.0,35.3,91.1
"JAMES, MIKE",2022,MCO,38.0,30.353947368421053,15.9,3.7,4.4,1.0,0.0,2.2,16.3,45.9,27.3,78.3
"MIROTIC, NIKOLA",2022,BAR,29.0,24.967241379310344,15.4,4.3,1.2,1.0,0.4,1.4,16.4,60.3,39.2,80.4
"THOMPSON, DARIUS",2022,BAS,34.0,26.94803921568628,12.6,3.2,6.7,1.7,0.4,2.7,17.1,55.8,38.4,75.6
"MICIC, VASILIJE",2022,IST,31.0,31.286559139784945,16.0,3.2,5.4,0.9,0.1,2.7,17.4,53.8,35.7,87.0
"BALDWIN IV, WADE",2022,TEL,34.0,28.055882352941172,17.2,3.8,5.1,0.9,0.3,2.6,17.6,51.8,32.7,82.1
"TAVARES, WALTER",2022,MAD,40.0,25.004583333333333,11.2,6.9,1.5,0.9,2.2,2.2,18.0,67.6,0.0,78.0
"CLYBURN, WILL",2022,IST,34.0,33.1171568627451,16.7,5.7,2.1,1.0,0.2,1.6,18.6,49.2,36.6,83.0
"LESSORT, MATHIAS",2022,PAR,38.0,30.18070175438596,12.0,7.1,1.4,0.9,0.8,1.4,19.1,67.6,0.0,73.4
"VEZENKOV, SASHA",2022,OLY,40.0,29.24333333333333,17.6,6.8,1.9,0.9,0.2,1.0,21.5,65.5,37.8,87.9
"LAZIC, BRANKO",2023,RED,22.0,13.78181818181818,2.7,1.5,0.4,0.4,0.0,0.3,1.0,38.1,28.9,91.7
"ROBERTSON, KASSIUS",2023,PAM,30.0,15.709444444444443,4.1,1.3,0.7,0.3,0.0,0.7,1.6,36.6,27.9,64.7
"PUERTO, JOSEP",2023,PAM,25.0,13.275333333333332,3.2,2.4,0.4,0.2,0.0,1.0,2.3,47.4,26.8,90.9
"MATTISSECK, JONAS",2023,BER,26.0,12.153846153846152,3.3,0.6,0.5,0.3,0.0,0.3,2.4,33.3,43.4,100.0
"GIFFEY, NIELS",2023,MUN,31.0,13.070967741935483,3.0,1.7,0.4,0.5,0.0,0.3,2.6,50.0,27.7,73.3
"JARAMAZ, OGNJEN",2023,PAR,22.0,12.77651515151515,3.2,1.3,1.5,0.5,0.0,0.5,2.6,54.1,21.1,46.7
"LIGHTY, DAVID",2023,ASV,29.0,16.532183908045976,3.3,1.4,1.0,0.6,0.0,0.5,2.7,40.0,34.9,73.3
"PARRA, JOEL",2023,BAR,26.0,13.08974358974359,3.0,2.2,0.4,0.2,0.1,0.5,2.8,48.5,27.3,69.2
"FLACCADORI, DIEGO",2023,MIL,26.0,13.937820512820512,4.6,1.0,1.1,0.7,0.0,0.8,2.8,42.9,28.6,88.9
"REUVERS, NATHAN",2023,PAM,29.0,14.870689655172416,4.9,2.3,0.5,0.2,0.4,0.7,3.1,49.3,26.6,66.7
"PONITKA, MATEUSZ",2023,PAR,26.0,13.925641025641026,2.4,2.2,0.7,0.4,0.0,0.7,3.1,50.0,23.8,88.9
"SCHNEIDER, TIM",2023,BER,33.0,16.074747474747475,4.3,2.2,0.6,0.3,0.0,0.5,3.1,61.7,24.7,53.3
"DIEZ, DANIEL",2023,BAS,30.0,12.055,2.4,2.1,0.5,0.2,0.0,0.2,3.3,72.7,37.5,75.0
"SANLI, SERTAC",2023,ULK,35.0,12.231904761904762,4.7,2.0,0.5,0.1,0.3,0.5,3.3,53.1,35.1,78.3
"HINES, KYLE",2023,MIL,34.0,12.336764705882352,3.3,2.3,0.8,0.4,0.4,0.9,3.5,55.8,0.0,67.5
"ABASS, AWUDU",2023,VIR,31.0,12.856451612903228,4.4,1.7,0.4,0.4,0.1,0.2,3.5,58.1,31.6,84.6
"GIEDRAITIS, DOVYDAS",2023,ZAL,30.0,16.57888888888889,4.8,1.0,1.0,1.1,0.0,0.8,3.6,37.7,42.6,92.3
"LEKAVICIUS, LUKAS",2023,ZAL,30.0,12.123333333333331,4.9,0.8,1.6,0.3,0.0,0.8,3.7,35.7,39.6,85.7
"BRIZUELA, DARIO",2023,BAR,32.0,13.788541666666667,5.7,1.0,1.6,0.3,0.1,0.8,3.7,49.5,32.0,72.7
"LARENTZAKIS, GIANNOULIS",2023,OLY,37.0,13.111711711711711,5.1,1.0,1.5,0.6,0.1,1.0,3.8,37.7,32.1,80.8
"KAHUDI, CHARLES",2023,ASV,29.0,17.29597701149425,3.9,2.9,0.8,0.1,0.0,0.4,4.0,42.9,24.4,77.3
"ABALDE, ALBERTO",2023,MAD,24.0,12.83125,3.6,1.9,0.7,0.4,0.0,0.2,4.0,50.0,41.3,87.5
"DA SILVA, OSCAR",2023,BAR,37.0,14.65720720720721,3.4,2.7,0.4,0.6,0.3,0.2,4.1,58.4,24.2,60.0
"SUMNER, EDMOND",2023,ZAL,23.0,13.434782608695652,6.9,1.1,1.8,0.8,0.1,2.0,4.3,47.7,39.3,81.1
"DIMSA, TOMAS",2023,ZAL,33.0,17.85959595959596,6.4,1.5,1.7,0.4,0.1,1.0,4.3,46.2,38.1,68.2
"OSMANI, ERCAN",2023,IST,23.0,13.419565217391304,4.4,2.6,0.6,0.6,0.1,0.5,4.4,51.0,34.2,100.0
"DOBRIC, OGNJEN",2023,VIR,28.0,13.3625,4.7,1.6,0.6,0.5,0.0,0.4,4.4,63.0,40.8,66.7
"CAUSEUR, FABIEN",2023,MAD,32.0,15.21875,5.1,1.3,1.1,0.4,0.2,0.8,4.5,53.0,39.4,88.9
"CLEVELAND, ANTONIUS",2023,TEL,39.0,14.16153846153846,5.4,1.7,0.7,0.9,0.5,0.5,4.5,55.6,27.1,70.5
"RODRIGUEZ, SERGIO",2023,MAD,32.0,15.1984375,4.4,1.4,4.2,0.5,0.0,1.5,4.5,35.6,35.6,87.5
"VILDOZA, LUCA",2023,PAN,28.0,14.94702380952381,5.7,1.5,1.5,0.6,0.0,1.0,4.6,42.0,36.6,76.2
"DELOW, MALTE",2023,BER,34.0,16.88480392156863,5.2,2.3,2.4,0.8,0.1,1.7,4.6,47.9,32.3,78.3
"JACKSON, EDWIN",2023,ASV,31.0,15.428494623655917,5.3,1.1,1.0,0.4,0.0,1.0,4.7,63.2,35.4,81.8
"POYTHRESS, ALEX",2023,MIL,30.0,12.865,5.3,2.7,0.1,0.3,0.4,1.0,4.7,61.7,20.0,79.3
"PRADILLA, JAIME",2023,PAM,31.0,13.605913978494623,3.4,3.3,0.7,0.5,0.0,0.7,4.8,61.2,30.0,58.3
"ANDJUSIC, DANILO",2023,PAR,28.0,13.096428571428572,5.0,1.1,0.6,0.2,0.1,0.5,4.8,44.0,40.0,94.7
"MADAR, YAM",2023,ULK,30.0,13.518888888888888,4.3,1.2,2.0,0.6,0.1,0.9,4.8,55.6,32.5,82.9
"PAJOLA, ALESSANDRO",2023,VIR,34.0,17.04656862745098,3.9,1.8,3.0,0.8,0.1,1.1,4.9,45.7,35.2,72.7
"FERNANDEZ, RUDY",2023,MAD,24.0,15.396527777777775,3.3,1.9,1.5,0.9,0.0,0.2,4.9,50.0,36.5,85.7
"ROGKAVOPOULOS, NIKOLAOS",2023,BAS,29.0,13.464942528735632,6.1,1.7,0.5,0.5,0.1,0.6,4.9,46.9,52.1,77.3
"LLULL, SERGIO",2023,MAD,33.0,18.058585858585857,7.9,1.2,2.0,0.3,0.0,1.1,5.2,42.9,34.0,72.7
"OBST, ANDREAS",2023,MUN,22.0,18.675,7.5,1.5,0.7,0.2,0.0,0.5,5.5,43.8,40.9,78.6
"JOKUBAITIS, ROKAS",2023,BAR,36.0,15.516203703703704,5.3,1.7,2.8,0.3,0.1,1.2,5.5,50.0,27.7,65.2
"DIBARTOLOMEO, JOHN",2023,TEL,29.0,14.78103448275862,4.8,2.0,1.1,0.7,0.0,0.5,5.5,40.0,39.3,100.0
"BIBEROVIC, TARIK",2023,ULK,31.0,16.22741935483871,7.0,2.2,0.7,0.3,0.0,0.8,5.6,50.8,53.1,92.0
"BUTKEVICIUS, ARNAS",2023,ZAL,22.0,20.89015151515152,5.0,3.3,0.9,0.6,0.1,1.0,5.7,61.5,38.9,70.4
"HERNANGOMEZ, JUANCHO",2023,PAN,31.0,16.40430107526882,4.3,3.5,0.5,0.6,0.3,0.8,5.8,50.0,26.4,75.6
"TONUT, STEFANO",2023,MIL,29.0,17.07873563218391,5.8,1.8,1.2,0.6,0.0,0.6,5.8,53.2,49.2,64.7
"BEAN, JUSTIN",2023,BER,27.0,15.43148148148148,3.9,3.0,0.7,0.7,0.4,0.5,5.9,47.5,36.1,71.4
"WEBB III, JAMES",2023,TEL,39.0,15.727777777777778,6.2,3.2,0.5,0.5,0.3,0.4,6.0,54.2,33.0,77.6
"SPAGNOLO, MATTEO",2023,BER,25.0,20.493333333333336,7.3,2.2,3.4,0.3,0.0,2.5,6.1,43.3,22.2,87.8
"LOPEZ-AROSTEGUI, XABI",2023,PAM,25.0,16.416666666666668,5.1,3.2,0.9,0.4,0.0,0.9,6.2,58.6,25.0,83.3
"SMAILAGIC, ALEN",2023,PAR,31.0,15.858602150537637,5.5,2.2,0.6,0.6,0.4,0.7,6.3,64.2,46.2,72.7
