player.name,season,player.team.code,gamesPlayed,minutesPerGame,pointsPerGame,reboundsPerGame,assistsPerGame,stealsPerGame,blocksPerGame,turnoversPerGame,pirPerGame,twoPointersPercentage,threePointersPercentage,freeThrowsPercentage
"LUNDBERG, IFFE",2024,PAR,26.0,24.91217948717949,7.9,2.2,3.0,0.9,0.0,1.1,7.3,34.9,34.6,80.0
"NUNEZ, JUAN",2024,BAR,25.0,15.576666666666668,5.0,2.5,3.4,0.8,0.0,1.3,7.4,53.4,27.5,65.0
"MITROVIC, LUKA",2024,RED,25.0,12.543333333333331,5.6,2.9,1.0,0.2,0.2,1.0,7.4,65.0,0.0,67.3
"DOS SANTOS, YAGO",2024,RED,35.0,16.244761904761905,6.3,1.6,3.3,0.5,0.0,1.2,7.5,38.1,39.1,81.5
"MOTIEJUNAS, DONATAS",2024,MCO,29.0,14.729885057471265,6.4,3.1,0.9,0.3,0.3,0.9,7.5,59.3,47.4,54.3
"BRAZDEIKIS, IGNAS",2024,ZAL,29.0,17.655172413793103,8.2,3.2,1.4,0.3,0.1,0.9,7.6,52.2,24.0,88.6
"BROWN, LORENZO",2024,PAN,38.0,14.914473684210526,6.3,2.0,2.7,0.8,0.1,1.3,7.6,53.4,33.3,80.5
"MORGAN, MATTHEW",2024,VIR,34.0,18.65686274509804,7.8,1.7,2.6,0.5,0.0,1.0,7.6,56.0,27.1,92.5
"PROCIDA, GABRIELE",2024,BER,26.0,20.512179487179488,9.7,2.2,0.8,0.7,0.3,1.2,7.7,61.9,21.9,78.6
"SMAILAGIC, ALEN",2024,ZAL,29.0,15.004597701149423,8.1,2.9,0.4,0.4,0.6,0.9,7.8,67.7,34.9,73.5
"MANNION, NICCOLO",2024,MIL,27.0,22.02469135802469,8.5,1.4,4.0,0.7,0.0,2.3,7.8,57.3,33.0,82.0
"DIOUF, MOUHAMET",2024,VIR,31.0,15.853225806451611,6.2,3.1,0.4,0.6,0.4,0.7,7.9,60.0,0.0,70.1
"LO, MAODO",2024,PRS,29.0,17.17183908045977,10.0,1.5,2.1,0.4,0.0,1.3,8.0,57.5,33.3,77.8
"STRAZEL, MATTHEW",2024,MCO,41.0,20.24878048780488,8.3,1.2,2.4,0.5,0.0,1.0,8.0,50.5,41.0,84.3
"BEAUBOIS, RODRIGUE",2024,IST,33.0,18.870202020202026,8.9,1.4,1.6,0.7,0.3,0.5,8.1,57.6,45.9,86.4
"ULANOVAS, EDGARAS",2024,ZAL,34.0,22.367156862745095,6.6,2.9,1.8,0.5,0.1,0.9,8.2,48.1,39.4,83.1
"NEDOVIC, NEMANJA",2024,RED,27.0,18.57469135802469,9.2,1.4,2.9,0.5,0.1,1.3,8.3,48.1,39.1,81.2
"FALL, MOUSTAPHA",2024,OLY,35.0,17.37238095238095,5.8,2.9,1.9,0.3,0.8,0.9,8.3,73.7,0.0,41.2
"BIBEROVIC, TARIK",2024,ULK,37.0,22.48513513513513,10.4,3.1,1.4,0.5,0.2,1.2,8.4,51.4,43.2,83.3
"BRIZUELA, DARIO",2024,BAR,36.0,18.34583333333333,10.0,1.4,2.2,0.4,0.1,1.3,8.4,53.3,46.0,79.6
"ANDERSON, JUSTIN",2024,BAR,37.0,19.57072072072072,7.1,2.8,1.4,0.7,0.3,0.5,8.5,62.6,41.3,88.1
"OSMAN, CEDI",2024,PAN,39.0,19.82264957264957,9.6,2.7,0.7,0.5,0.2,0.6,8.5,55.2,37.7,79.1
"WILLIAMS-GOSS, NIGEL",2024,OLY,35.0,22.90619047619048,8.6,2.1,3.4,0.7,0.1,1.8,8.6,47.8,35.7,82.8
"DECK, GABRIEL",2024,MAD,28.0,23.37559523809524,8.0,3.2,1.4,0.5,0.2,1.0,8.6,61.8,41.2,65.4
"HALL, DEVON",2024,ULK,32.0,23.472395833333334,7.8,2.2,3.4,0.5,0.1,1.3,8.8,53.6,38.7,82.2
"PAPAGIANNIS, GEORGIOS",2024,MCO,29.0,16.508045977011495,7.3,3.4,0.5,0.5,1.3,0.6,8.8,66.7,39.3,90.0
"BOLMARO, LEANDRO",2024,MIL,25.0,22.40266666666667,6.9,2.4,3.1,1.1,0.2,1.2,8.8,50.9,22.2,67.4
"SPAGNOLO, MATTEO",2024,BER,27.0,20.73827160493827,9.6,2.0,3.8,0.5,0.0,2.1,8.9,44.8,26.1,79.7
"LOYD, JORDAN",2024,MCO;TEL,35.0,21.19761904761905,9.4,2.9,1.7,0.6,0.1,1.1,9.0,52.1,36.9,89.7
"HAYES, KEVARRIUS",2024,PRS,38.0,20.226754385964917,6.5,4.6,0.5,1.0,0.8,0.9,9.0,61.9,0.0,78.3
"PETERS, ALEC",2024,OLY,40.0,16.43208333333333,8.1,2.6,0.8,0.3,0.0,0.4,9.0,55.3,52.3,93.8
"JAITEH, MAM",2024,MCO,31.0,14.638709677419357,7.5,4.0,0.6,0.5,0.3,1.1,9.0,65.6,0.0,63.2
"BLOSSOMGAME, JARON",2024,MCO,40.0,24.065,7.7,4.1,0.5,0.4,0.2,0.4,9.1,61.3,31.2,63.8
"VOIGTMANN, JOHANNES",2024,MUN,36.0,23.64305555555556,6.5,4.9,2.4,0.5,0.2,1.5,9.2,60.2,34.9,69.0
"YURTSEVEN, OMER",2024,PAN,31.0,14.579569892473115,8.4,4.0,0.6,0.4,0.7,1.4,9.4,63.3,40.0,70.8
"ZIZIC, ANTE",2024,VIR,25.0,16.474,8.0,3.8,0.3,0.3,0.6,0.8,9.5,64.2,0.0,64.4
"JANTUNEN, MIKAEL",2024,PRS,38.0,25.51315789473684,7.5,4.8,1.0,0.7,0.2,0.4,9.5,63.2,38.8,82.4
"McCORMACK, DAVID",2024,BER;MIL,28.0,16.336309523809526,8.4,4.6,0.6,0.8,0.1,1.7,9.6,60.4,0.0,72.5
"ROGKAVOPOULOS, NIKOLAOS",2024,BAS,33.0,18.716666666666665,9.7,3.9,1.0,0.5,0.1,0.5,9.6,52.7,43.5,81.1
"SATORANSKY, TOMAS",2024,BAR,39.0,23.705128205128204,5.9,3.2,5.3,0.9,0.1,1.8,9.7,50.0,34.7,67.5
"BONGA, ISAAC",2024,PAR,30.0,24.98,7.7,4.5,1.1,0.7,0.5,0.7,9.8,49.2,41.2,93.3
"CAUSEUR, FABIEN",2024,MIL,22.0,21.018181818181816,8.3,2.8,1.7,1.0,0.1,0.9,9.9,59.6,52.8,76.9
"MILLER-MCINTYRE, CODI",2024,RED,35.0,25.374285714285715,10.3,3.1,4.6,0.6,0.0,2.1,10.0,52.5,30.5,71.4
"ROBERSON, ANDRE",2024,ASV,25.0,25.840666666666667,8.4,6.2,1.4,1.2,1.1,1.6,10.5,52.4,35.7,61.0
"HIFI, NADIR",2024,PRS,38.0,19.967543859649123,15.1,2.1,1.3,0.6,0.0,1.5,10.6,48.9,34.3,85.7
"GRANT, JERIAN",2024,PAN,41.0,26.865040650406502,8.6,2.1,3.2,0.9,0.1,0.8,10.6,55.0,43.0,84.7
"HERMANNSSON, MARTIN",2024,BER,24.0,21.780555555555555,9.5,1.6,5.7,0.6,0.0,2.2,10.8,50.0,29.0,81.0
"DAVIES, BRANDON",2024,PAR,33.0,18.717676767676767,9.9,3.6,1.5,0.9,0.4,1.4,10.8,51.4,49.2,59.5
"HERNANGOMEZ, WILLY",2024,BAR,34.0,15.836764705882354,8.2,4.1,0.5,0.6,0.1,1.1,10.8,64.1,0.0,67.3
"WILLIAMS, TREVION",2024,BER;TEL,32.0,19.89739583333333,9.8,6.5,2.4,0.6,0.5,2.4,10.9,54.9,26.7,66.7
"BALDWIN IV, WADE",2024,ULK,27.0,24.224691358024693,11.1,2.7,3.7,0.9,0.1,2.1,11.0,47.6,30.9,79.7
"OTURU, DAN",2024,IST,38.0,16.58815789473684,8.8,4.2,0.5,0.5,1.0,1.1,11.1,71.6,0.0,68.5
"WARD, TYSON",2024,PRS,38.0,26.346929824561403,11.0,4.9,1.3,0.9,0.2,1.0,11.3,58.9,33.2,75.9
"WETZELL, YANNI",2024,BER,28.0,20.853571428571428,11.2,4.4,1.6,0.8,0.2,1.5,11.4,57.3,35.7,65.8
"BROWN, STERLING",2024,PAR,34.0,25.762254901960784,12.4,3.0,2.1,0.8,0.2,1.4,11.5,57.5,46.9,92.9
"SEDEKERSKIS, TADAS",2024,BAS,25.0,24.41133333333333,7.4,4.8,1.7,0.3,0.2,0.9,11.5,60.5,44.4,74.3
"KALINIC, NIKOLA",2024,RED,35.0,27.185714285714287,9.0,4.1,2.6,0.8,0.1,1.7,11.6,57.7,43.5,67.5
"NAPIER, SHABAZZ",2024,MUN,33.0,20.602020202020203,10.3,2.3,3.2,1.1,0.0,1.9,11.6,54.4,41.1,94.4
"VESELY, JAN",2024,BAR,24.0,21.17361111111111,9.0,3.6,1.9,1.1,0.5,0.9,11.6,55.9,50.0,76.1
"FORREST, TRENT",2024,BAS,34.0,24.780882352941177,9.7,2.8,4.7,0.8,0.2,1.9,11.6,52.2,32.8,81.8
"BLATT, TAMIR",2024,TEL,26.0,24.183333333333334,8.9,2.4,6.7,0.5,0.0,2.9,11.7,45.9,35.6,95.0
"THOMPSON, DARIUS",2024,IST,39.0,26.32991452991453,9.5,2.0,4.5,0.9,0.4,1.2,11.7,55.6,44.1,79.2
"METU, CHIMEZIE",2024,BAR,24.0,20.038194444444446,11.0,4.8,1.0,0.6,0.6,1.7,11.8,62.4,36.4,75.0
"GUDURIC, MARKO",2024,ULK,36.0,22.038425925925925,10.9,2.6,3.1,0.7,0.1,2.0,11.9,58.2,38.4,88.3
"SORKIN, ROMAN",2024,TEL,33.0,23.36060606060606,12.9,4.1,1.1,0.5,0.5,1.5,11.9,57.7,34.1,84.7
"RANDOLPH, LEVI",2024,TEL,33.0,27.725757575757576,12.0,3.8,1.8,0.6,0.0,1.2,12.2,48.2,39.0,91.5
"SLOUKAS, KOSTAS",2024,PAN,39.0,21.746153846153845,9.1,2.0,4.8,0.8,0.1,1.6,12.2,45.4,36.6,94.1
"DIALLO, ALPHA",2024,MCO,35.0,26.562380952380952,11.5,4.0,1.7,1.0,0.3,1.2,12.2,60.6,44.0,66.7
"SAKO, NEAL",2024,ASV,33.0,21.975252525252525,9.0,6.2,0.8,0.8,0.5,0.9,12.4,68.1,0.0,57.0
"PARKER, JABARI",2024,BAR,39.0,27.21410256410256,13.8,4.0,1.7,0.8,0.2,1.5,12.4,55.7,38.3,79.4
"MUSA, DZANAN",2024,MAD,35.0,21.78619047619048,12.2,2.9,2.0,0.4,0.1,1.7,12.5,53.3,37.2,81.2
"FOURNIER, EVAN",2024,OLY,37.0,25.79144144144144,16.1,2.2,2.6,1.1,0.1,1.8,12.6,50.7,35.8,73.5
"WEILER-BABB, NICK",2024,MUN,34.0,26.347549019607843,8.2,4.1,4.9,1.5,0.1,1.6,12.9,56.7,43.5,72.7
"DE COLO, NANDO",2024,ASV,32.0,20.593229166666667,11.5,1.7,4.5,0.8,0.0,2.3,13.1,52.8,38.5,94.8
"SHIELDS, SHAVON",2024,MIL,28.0,27.55535714285714,12.0,3.6,2.6,0.7,0.0,1.5,13.3,53.2,42.2,72.7
"OKOBO, ELIE",2024,MCO,35.0,25.16333333333333,12.5,1.9,4.1,1.1,0.2,1.8,13.4,49.8,38.9,87.8
"POIRIER, VINCENT",2024,IST,39.0,21.361538461538466,9.5,5.0,1.2,0.6,1.3,0.9,13.4,65.9,0.0,70.4
"CORDINIER, ISAIA",2024,VIR,34.0,26.9156862745098,12.0,3.9,3.9,0.7,0.3,2.0,13.6,56.8,27.7,79.8
"HEZONJA, MARIO",2024,MAD,38.0,27.06184210526316,14.9,5.3,1.5,0.8,0.1,1.6,14.3,61.5,31.5,81.9
"HALL, DONTA",2024,BAS,34.0,21.501470588235293,8.7,5.4,0.9,0.5,1.1,0.7,14.4,71.4,0.0,69.1
"MILUTINOV, NIKOLA",2024,OLY,29.0,19.86264367816092,8.2,5.8,0.8,0.6,0.7,0.6,14.4,58.2,0.0,83.7
"BRYANT, ELIJAH",2024,IST,38.0,27.03245614035088,13.8,4.2,3.1,1.2,0.2,2.2,14.4,49.0,36.5,90.0
"PETRUSEV, FILIP",2024,OLY;RED,32.0,20.1453125,13.0,4.6,1.6,0.7,0.5,1.2,14.7,62.4,26.8,67.5
"TAVARES, WALTER",2024,MAD,40.0,23.26333333333333,10.2,6.6,1.2,0.7,1.2,2.0,15.3,73.8,0.0,72.2
"HERNANGOMEZ, JUANCHO",2024,PAN,40.0,27.32125,10.0,7.0,1.4,0.9,0.3,0.6,15.3,56.9,43.0,63.1
"CLYBURN, WILL",2024,VIR,24.0,27.43055555555556,13.8,4.7,2.4,1.1,0.2,1.4,15.4,51.7,34.1,81.7
"LARKIN, SHANE",2024,IST,28.0,26.198214285714283,11.7,2.6,4.5,1.2,0.0,1.8,15.5,48.1,39.3,86.9
"FRANCISCO, SYLVAIN",2024,ZAL,34.0,25.49117647058824,14.6,2.6,4.5,0.9,0.4,2.9,15.6,47.9,34.2,75.6
"JOKUBAITIS, ROKAS",2024,TEL,28.0,24.464285714285715,12.6,3.2,4.6,1.0,0.0,2.6,15.6,60.2,37.1,85.7
"JONES, TYRIQUE",2024,PAR,32.0,22.633854166666666,11.6,6.0,1.0,1.1,0.7,1.7,16.0,63.2,0.0,66.4
"BOOKER, DEVIN",2024,MUN,28.0,26.258333333333333,14.9,4.7,1.6,0.7,0.2,1.6,16.2,58.7,40.5,82.5
"PUNTER, KEVIN",2024,BAR,37.0,27.07702702702703,16.6,2.2,3.0,1.3,0.0,1.6,16.5,53.9,38.6,94.4
"EDWARDS, CARSEN",2024,MUN,35.0,28.82523809523809,20.4,2.3,3.3,1.0,0.1,2.3,16.7,53.9,35.6,91.0
"JONES, CARLIK",2024,PAR,34.0,26.96421568627451,14.1,3.2,5.4,1.0,0.1,1.8,17.3,50.9,31.9,85.2
"JAMES, MIKE",2024,MCO,41.0,29.341463414634145,15.9,3.0,5.8,1.1,0.0,1.9,17.4,44.8,33.0,78.9
"SHENGELIA, TORNIKE",2024,VIR,28.0,27.45595238095238,15.6,5.0,2.7,0.7,0.4,2.5,17.5,51.3,36.2,82.4
"CAMPAZZO, FACUNDO",2024,MAD,39.0,25.74017094017094,12.0,3.1,6.0,1.0,0.1,2.3,17.5,56.1,33.8,86.0
"HOARD, JAYLEN",2024,TEL,24.0,30.64027777777778,14.7,5.0,1.4,1.3,0.2,0.9,17.5,61.6,32.4,78.4
"HAYES-DAVIS, NIGEL",2024,ULK,39.0,31.34230769230769,16.7,5.3,1.7,1.1,0.3,1.4,18.3,49.8,41.0,90.8
"MONEKE, CHIMA",2024,BAS,33.0,28.203535353535354,14.0,6.1,2.3,0.9,0.3,1.9,18.6,64.5,29.5,81.3
"NUNN, KENDRICK",2024,PAN,40.0,30.82708333333333,20.0,3.5,4.2,1.0,0.2,2.8,18.7,56.3,39.2,86.2
"LEDAY, ZACH",2024,MIL,34.0,27.644117647058824,16.0,4.5,1.2,0.7,0.1,1.3,19.4,53.2,46.2,91.5
"MALEDON, THEO",2024,ASV,33.0,27.593434343434343,17.0,3.5,4.6,1.0,0.2,2.9,20.6,52.5,34.4,90.4
"MIROTIC, NIKOLA",2024,MIL,30.0,27.487222222222226,17.7,6.4,2.0,1.0,0.3,1.9,22.0,55.0,38.9,89.3
"SHORTS, TJ",2024,PRS,37.0,27.32927927927928,19.0,2.6,7.3,1.0,0.1,2.3,22.8,52.0,36.1,73.4
"VEZENKOV, SASHA",2024,OLY,38.0,30.39342105263158,19.8,6.6,1.8,0.9,0.2,1.1,23.7,64.5,38.2,88.6
